Ugamma,LOCALITY_ID,pool_size
0.40773105825000006,L1161973,152
0.405832935,L1177484,153
0.405832935,L1314800,113
0.405832935,L1788977,153
0.40773105825000006,L1896576,152
0.7666708900000001,L3033858,102
0.7666708900000001,L915566,102
0.5866894145,L923357,98
0.76077938,L945869,101
0.40773105825000006,L967148,152
